"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"8600000US85233","ZCTA5 85233","12613","257","8592","277","6770","288","4021","253","2.0","0.6","1.4","0.6","0.5","0.5","4.5","1.5","1.3","0.5","0.6","0.4","0.3","0.3","2.9","1.3","4.8","1.0","3.2","1.1","2.5","1.1","8.6","2.6","6.0","1.3","3.4","1.1","2.2","0.9","11.3","3.2","11.2","1.8","8.5","1.9","7.0","1.6","18.6","4.6","18.4","2.2","18.8","2.5","15.8","2.1","18.2","4.7","14.2","1.7","15.3","2.1","15.7","2.3","11.1","2.7","23.7","2.3","27.2","2.8","29.9","3.2","16.1","4.1","10.6","1.6","12.3","1.9","14.7","2.3","5.0","2.6","7.9","1.3","9.4","1.7","11.3","2.1","3.9","2.2","85419","4242","98625","3589","106744","3278","55329","9280","102581","4693","113376","5333","N","N","74544","8473","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.0","(X)"
"8600000US85234","ZCTA5 85234","15747","337","12519","389","9975","344","3228","310","4.0","1.1","2.4","0.8","2.0","0.9","11.3","4.6","2.4","0.9","2.0","1.0","1.3","1.0","3.8","2.4","3.9","1.0","2.4","0.9","1.2","0.6","9.5","2.9","6.3","1.1","5.5","1.3","4.1","1.1","11.2","3.3","9.2","1.4","7.1","1.3","5.2","1.3","18.4","4.6","19.8","2.0","20.2","2.3","17.0","2.4","21.5","4.7","14.5","1.7","16.6","2.0","18.2","2.3","5.6","2.1","22.2","1.8","23.6","2.2","26.6","2.5","12.3","3.6","9.4","1.4","10.3","1.6","12.3","1.9","4.2","2.0","8.4","1.4","9.9","1.7","12.2","2.2","2.1","1.5","83210","3242","89885","4119","101892","4650","47165","3659","103122","4995","111860","5674","N","N","62206","8301","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)"
"8600000US85248","ZCTA5 85248","15597","417","10623","433","9619","438","4974","391","4.7","1.3","3.0","1.2","1.6","1.1","9.3","2.8","3.4","0.9","1.3","0.7","1.3","0.7","7.8","2.3","6.1","1.2","3.1","1.0","2.3","0.9","12.9","2.6","8.0","1.4","5.4","1.3","5.4","1.4","12.7","3.2","11.4","1.5","9.1","1.7","8.5","1.6","17.2","3.5","18.7","1.9","18.7","2.3","18.6","2.3","17.9","3.5","12.5","1.7","14.3","2.2","15.0","2.3","9.0","2.7","14.7","2.1","18.8","2.6","19.0","2.8","5.8","2.4","8.9","1.5","11.4","2.0","12.2","2.1","3.8","1.6","11.5","1.5","14.9","2.1","16.2","2.2","3.7","1.7","72489","2679","90576","5104","95371","5745","40586","3661","100607","4493","120158","5948","N","N","57443","5248","34.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.3","(X)"
"8600000US85249","ZCTA5 85249","13504","304","10363","318","9176","338","3141","277","4.5","1.0","2.0","0.8","2.0","0.9","12.5","3.7","1.4","0.5","0.5","0.3","0.4","0.3","4.3","2.0","4.0","1.0","1.7","0.6","1.3","0.5","11.6","3.6","5.1","1.0","3.5","1.0","3.1","1.0","11.1","2.9","6.6","0.8","6.3","1.3","5.0","1.0","10.4","2.4","13.2","1.5","12.1","1.8","11.0","1.7","17.8","4.1","11.1","1.6","10.7","1.6","10.3","1.7","12.0","3.3","22.5","1.9","26.4","2.4","27.7","2.5","8.0","2.6","14.3","1.4","16.6","1.8","17.7","1.8","6.1","2.9","17.3","1.5","20.2","1.7","21.5","1.8","6.2","2.9","107333","4257","121531","4698","128463","3682","50112","6375","128916","4664","144610","4943","N","N","70839","10318","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.4","(X)"
"8600000US85250","ZCTA5 85250","8614","322","4378","284","3330","271","4236","390","3.2","1.4","2.1","1.3","1.5","1.1","4.3","2.5","3.0","1.3","1.2","1.4","1.6","1.9","4.9","2.4","8.5","2.3","4.9","2.4","4.7","2.6","12.2","4.0","8.4","2.3","8.0","3.0","4.6","2.1","9.6","3.4","11.3","2.2","8.8","2.5","9.5","2.7","13.9","4.2","17.8","2.8","15.9","4.3","11.3","3.3","20.3","4.2","14.2","2.6","15.5","3.4","14.7","3.7","13.1","4.3","16.2","2.5","19.9","3.7","22.2","4.3","10.8","2.9","6.5","1.7","8.8","2.7","11.2","3.3","4.0","2.2","10.9","2.4","14.8","3.7","18.8","4.7","6.9","3.3","72238","5414","91117","5953","102694","5955","54855","7312","102380","8847","121312","12342","N","N","81786","14051","26.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8","(X)"
"8600000US85251","ZCTA5 85251","20456","530","7866","455","5679","363","12590","525","6.6","1.1","6.5","2.0","4.9","1.9","7.2","1.5","4.0","1.0","2.8","1.3","1.7","1.3","4.4","1.3","8.2","1.1","5.6","1.5","3.8","1.8","9.9","1.6","8.5","1.3","6.9","2.0","7.0","2.1","9.6","1.6","14.1","1.7","11.2","2.4","9.4","2.6","15.9","2.2","17.4","1.5","16.9","2.8","12.7","2.4","17.7","1.9","12.1","1.6","13.1","2.5","14.5","3.2","11.6","2.2","14.1","1.6","15.9","2.4","19.0","3.2","12.5","2.2","6.7","1.1","7.2","1.7","9.9","2.2","6.1","1.6","8.4","1.3","13.8","2.6","17.2","3.2","5.1","1.4","61379","3070","75068","5960","90432","8327","53309","3003","99081","6484","125226","11997","N","N","81937","7624","27.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0","(X)"
"8600000US85253","ZCTA5 85253","7583","329","5465","247","4983","269","2118","310","3.9","1.5","3.2","1.5","2.8","1.6","5.8","3.2","2.2","1.2","0.5","0.5","0.2","0.3","6.8","4.0","3.8","1.3","1.9","1.1","1.0","0.6","8.6","3.3","4.0","1.4","3.9","1.8","3.6","1.8","4.1","2.6","6.4","1.8","5.2","2.0","5.0","2.1","10.4","4.1","7.9","1.9","7.2","2.1","5.7","2.1","9.6","3.6","8.5","2.6","6.4","2.3","5.5","2.4","14.0","5.8","12.5","2.8","12.3","3.1","12.6","3.3","12.6","5.4","8.1","2.2","7.9","2.4","8.4","2.6","8.0","3.9","42.7","3.5","51.5","3.9","55.3","4.3","20.0","6.1","156655","26345","208281","23600","234036","31099","89375","11406","273722","21418","321035","26376","N","N","149927","27431","38.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.2","(X)"
"8600000US85254","ZCTA5 85254","18225","343","12322","378","10443","406","5903","368","2.8","1.0","1.4","0.7","0.7","0.5","6.9","3.1","2.0","0.7","1.0","0.5","1.1","0.6","4.0","1.9","5.3","1.1","2.1","1.2","0.8","0.6","12.0","2.6","5.3","1.0","3.9","1.1","2.6","1.0","7.9","2.4","8.8","1.4","6.6","1.5","5.8","1.3","12.5","2.7","15.3","1.9","13.9","2.2","13.4","2.5","19.9","3.2","15.0","1.7","15.3","2.1","14.2","2.3","14.1","3.1","19.3","1.7","22.4","2.2","24.2","2.5","12.4","2.6","11.6","1.4","14.9","1.7","16.9","2.1","4.0","1.5","14.6","1.4","18.4","1.8","20.4","2.2","6.4","1.7","91605","3699","108012","4410","117056","5288","56741","3970","121257","5084","141089","6971","N","N","77770","6630","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.7","(X)"
"8600000US85255","ZCTA5 85255","17354","489","12729","442","11093","460","4625","419","2.8","0.8","1.7","0.7","0.9","0.5","5.9","2.2","1.7","0.5","0.9","0.5","0.5","0.3","4.1","1.5","3.8","1.1","2.3","1.0","1.5","0.7","8.5","3.0","4.6","1.0","3.2","1.2","2.4","0.9","8.6","2.2","6.2","1.1","4.6","1.1","4.4","1.2","10.9","3.4","9.6","1.3","9.3","1.6","8.1","1.7","11.5","2.7","9.4","1.2","8.8","1.3","8.2","1.4","10.7","2.8","19.1","2.1","19.7","2.6","20.9","2.9","16.4","4.2","11.5","1.4","12.9","1.7","14.2","1.9","7.4","3.0","31.2","2.4","36.7","3.0","38.9","3.2","16.0","3.8","126991","4174","149271","10782","160580","8506","75571","7066","181753","8630","207858","12471","N","N","108110","9957","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)"
"8600000US85256","ZCTA5 85256","1707","134","1187","120","511","123","520","109","8.8","5.3","8.8","5.4","10.4","8.7","11.3","9.2","12.6","5.1","8.2","5.6","0.0","6.6","22.7","11.8","18.5","5.9","16.3","7.6","2.2","3.9","23.3","10.1","6.1","3.4","7.8","4.6","12.1","9.7","2.3","3.9","19.2","5.4","17.9","6.3","23.5","10.5","19.6","11.6","16.3","5.9","20.1","7.4","36.2","12.2","7.5","6.7","8.0","4.3","9.0","5.6","7.6","6.7","5.8","6.6","6.3","3.3","8.1","4.9","6.1","6.7","2.3","3.5","2.1","2.0","3.8","3.7","2.0","3.9","2.7","4.4","2.2","2.6","0.0","2.9","0.0","6.6","2.5","4.2","36868","5001","39583","7039","50448","4592","22564","6458","50872","10604","49839","7350","N","N","49825","28099","52.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","57.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.3","(X)"
"8600000US85257","ZCTA5 85257","14305","445","6607","460","4403","416","7698","500","4.8","1.5","3.0","1.8","1.9","1.5","6.6","2.3","4.9","1.5","1.9","1.6","0.3","0.4","7.6","2.7","9.4","1.5","5.3","2.2","4.1","2.1","12.6","2.6","8.2","1.8","7.5","2.8","4.4","2.5","8.9","2.5","11.7","2.2","11.9","3.1","12.8","3.7","12.1","2.8","17.9","2.7","19.0","4.2","18.2","4.7","17.9","3.5","13.5","2.1","16.8","3.3","18.1","4.3","12.7","3.2","19.1","2.8","22.4","4.0","24.4","4.5","13.7","3.8","6.1","1.6","5.7","1.8","7.9","2.3","5.1","2.0","4.5","1.5","6.4","2.5","7.9","2.9","2.7","1.5","63037","4436","76278","5846","84413","9072","51875","5900","80477","4857","93461","8675","N","N","66333","5354","29.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)"
"8600000US85258","ZCTA5 85258","12684","419","7079","389","5996","378","5605","427","4.8","1.1","2.5","1.2","2.0","1.2","7.9","2.2","2.6","0.9","1.1","0.8","0.9","0.8","4.4","1.5","5.4","1.3","2.5","1.2","2.0","1.2","9.2","2.4","5.8","1.3","3.4","1.2","2.8","1.1","9.1","2.6","9.3","1.5","7.1","2.1","6.5","2.3","11.9","2.6","15.9","2.3","14.6","3.1","12.5","3.0","17.8","3.1","11.7","1.8","11.2","2.8","10.4","3.1","12.5","2.8","18.6","2.2","22.9","3.5","23.9","3.8","12.9","2.7","9.0","1.5","10.9","2.6","11.2","2.9","6.0","2.2","17.0","2.2","23.8","3.8","27.7","4.4","8.3","2.2","84334","5441","113588","7523","126478","9497","60503","7308","123354","7373","150127","11154","N","N","88387","9574","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8","(X)"
"8600000US85259","ZCTA5 85259","9500","348","6552","341","5595","325","2948","337","3.0","1.4","2.3","1.2","1.7","1.1","4.5","3.5","1.4","0.8","0.8","0.7","0.4","0.4","2.7","2.0","4.9","2.0","2.7","1.5","2.1","1.2","9.6","4.8","6.5","1.7","4.5","1.8","3.8","1.8","12.3","5.1","7.1","1.7","5.1","1.9","4.2","1.9","12.2","4.7","13.6","2.6","11.1","2.8","10.9","2.9","18.4","5.8","11.1","2.2","8.0","2.8","6.4","2.4","17.6","5.6","15.2","2.7","17.5","3.2","18.0","3.6","10.5","3.6","8.9","2.0","11.1","2.5","12.3","3.0","4.0","2.3","28.3","3.0","36.8","3.8","40.3","4.1","8.1","4.3","108647","9546","141731","14562","157598","13251","69041","8196","170607","15347","207303","20279","N","N","85923","16771","34.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","(X)"
"8600000US85260","ZCTA5 85260","17518","517","9474","442","7649","448","8044","477","4.2","1.3","0.2","0.3","0.2","0.2","8.9","2.9","2.7","1.0","1.2","1.1","0.2","0.4","5.0","2.0","4.5","1.1","1.6","0.8","1.2","0.8","7.3","2.0","5.8","1.2","4.4","1.3","4.0","1.2","7.4","2.4","10.9","1.5","6.4","2.1","5.3","2.0","16.4","2.7","15.8","1.8","14.2","2.6","12.5","2.4","17.9","2.7","13.5","2.1","13.9","3.5","13.2","3.5","12.6","3.0","18.0","2.3","22.0","3.3","24.0","3.9","14.2","2.9","10.1","1.9","14.6","2.6","15.2","2.6","4.6","2.4","14.7","1.7","21.5","2.7","24.2","3.0","5.8","2.1","84585","3305","119748","8217","129380","8168","57500","6677","118432","5801","152432","9130","N","N","77011","6588","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.6","(X)"
"8600000US85266","ZCTA5 85266","5361","255","4394","255","4174","243","967","179","2.9","1.4","2.5","1.4","2.2","1.4","4.9","3.6","1.8","1.0","0.8","0.8","0.8","0.8","6.3","4.5","3.1","1.7","2.8","1.9","2.9","2.0","4.9","3.9","3.5","1.6","2.8","1.5","2.7","1.5","6.8","5.4","6.1","2.0","3.7","1.9","3.4","1.9","17.3","7.7","8.5","2.6","9.3","3.0","9.1","2.9","5.0","3.9","8.8","2.4","8.1","2.5","8.5","2.6","12.1","5.0","19.0","3.9","20.5","4.4","19.4","4.7","12.2","5.7","15.2","3.3","16.5","3.7","16.5","3.6","9.4","5.1","31.0","4.1","33.2","4.4","34.4","4.5","21.2","9.4","136573","14792","149394","12467","152262","9327","82163","19943","176336","12245","189044","13294","N","N","118595","24436","28.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.1","(X)"
"8600000US85268","ZCTA5 85268","11693","415","7764","318","6896","369","3929","529","3.4","1.2","1.9","1.0","1.7","1.0","6.3","3.0","1.9","0.9","1.0","0.9","1.1","1.0","3.7","2.0","6.0","1.5","2.5","1.6","1.3","1.0","12.8","2.7","6.3","2.0","3.9","1.7","3.6","1.6","11.2","4.3","10.5","2.3","9.9","2.8","8.1","2.7","13.0","4.9","18.5","2.8","16.8","3.3","16.9","3.5","21.6","5.6","14.1","2.3","15.9","3.0","15.0","3.1","11.2","3.7","19.1","2.6","21.8","3.1","22.7","3.3","12.7","4.2","7.6","1.8","9.8","2.3","10.8","2.6","2.9","1.9","12.6","2.4","16.7","3.4","18.8","3.8","4.6","2.4","81568","7273","96970","6516","103486","7953","52183","6955","120393","11233","139881","14748","N","N","79364","13661","33.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.6","(X)"
"8600000US85281","ZCTA5 85281","23822","765","7172","479","3723","374","16650","802","19.2","1.7","6.6","2.6","3.0","2.4","24.7","2.2","6.2","1.3","6.1","2.6","4.0","2.9","7.2","1.5","13.2","1.5","15.1","4.4","9.5","4.3","13.5","1.9","10.6","1.4","10.2","3.0","8.0","3.4","10.7","1.8","13.5","1.6","15.9","3.1","15.2","4.5","12.4","1.8","16.0","2.0","17.5","3.4","19.7","4.8","14.3","2.4","8.2","1.4","10.1","2.4","13.4","3.8","6.8","1.6","8.6","1.5","12.3","2.9","16.4","4.1","6.6","1.5","2.1","0.7","3.7","1.6","6.0","2.7","1.5","0.7","2.4","0.6","2.5","1.1","4.7","2.1","2.2","0.7","35682","2148","45450","4556","57097","4764","28836","2434","49843","2350","61414","4581","N","N","43245","2726","40.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.6","(X)"
"8600000US85282","ZCTA5 85282","22334","725","10654","575","6535","513","11680","656","6.7","1.3","5.7","1.9","0.9","0.7","8.7","1.7","4.5","1.2","3.4","1.4","3.9","2.0","5.6","2.0","9.9","1.6","6.5","2.4","3.2","2.2","13.0","2.4","9.2","1.5","8.0","1.9","5.7","2.2","10.6","2.6","16.4","1.8","13.0","2.4","12.1","2.8","20.4","2.7","20.3","2.2","21.1","3.3","19.2","3.6","20.1","3.1","13.8","1.7","16.7","2.7","19.3","3.7","10.0","1.7","12.5","1.5","16.2","2.5","22.4","3.6","8.6","1.8","4.3","1.1","5.7","1.6","8.4","2.4","2.0","0.8","2.5","0.6","3.8","1.2","4.8","1.8","0.9","0.6","53475","2168","65423","3718","81461","4620","43113","2726","65954","2448","77182","3927","90094","4530","52531","2683","37.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)"
"8600000US85283","ZCTA5 85283","19477","431","11551","516","7321","444","7926","480","5.5","1.3","3.2","1.3","1.4","1.0","9.3","2.7","4.1","1.2","3.8","1.4","2.3","1.6","4.9","1.8","6.8","1.2","4.5","1.4","2.3","1.3","11.2","2.6","7.3","1.7","6.1","1.8","2.8","1.0","10.8","2.9","13.6","1.9","11.0","1.9","8.6","1.9","17.3","3.4","22.3","2.2","23.2","2.9","22.8","3.2","19.5","3.3","15.7","2.0","18.1","2.7","19.5","3.2","12.0","2.7","15.1","1.6","17.5","2.2","23.3","2.8","10.6","2.1","6.0","1.3","7.9","1.8","11.3","2.7","3.3","1.6","3.5","0.8","4.8","1.1","5.7","1.5","1.0","0.8","62663","2957","73372","2820","86265","6407","47721","3216","76389","2833","86672","3675","N","N","58151","4024","39.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)"
"8600000US85284","ZCTA5 85284","7090","211","5239","237","4550","254","1851","235","3.5","1.8","1.8","1.3","1.9","1.5","8.5","5.0","1.6","1.0","0.9","0.9","0.4","0.4","3.8","2.3","2.8","0.8","2.2","0.9","1.3","0.9","4.5","2.0","2.7","1.1","2.7","1.3","1.5","0.9","4.2","3.2","6.0","1.7","3.4","1.4","3.4","1.6","11.5","4.4","12.5","2.2","11.7","2.5","10.5","2.4","15.5","4.6","13.7","2.4","13.2","2.6","11.5","2.7","17.1","5.8","20.3","2.7","21.1","3.4","22.7","3.8","17.9","5.1","15.8","2.7","16.6","2.9","17.1","3.3","12.0","6.0","21.1","2.4","26.3","3.2","29.6","3.5","4.9","2.3","111420","8828","127656","10751","136667","11131","78582","11594","145858","9908","164665","13484","N","N","89213","10693","34.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)"
"8600000US85286","ZCTA5 85286","13834","311","10273","356","8337","393","3561","304","1.1","0.5","1.1","0.6","0.1","0.2","2.4","1.5","1.3","0.6","0.7","0.5","0.3","0.3","2.7","1.5","3.1","1.0","2.5","1.2","1.4","0.9","4.7","2.5","4.4","1.3","2.3","1.0","1.8","0.9","10.3","3.8","8.3","1.8","6.6","1.8","4.4","1.7","14.5","4.3","14.9","2.3","13.2","2.4","11.2","2.1","21.9","6.0","16.5","2.3","15.7","2.6","16.0","2.7","18.1","4.9","22.4","2.5","23.9","2.9","25.2","3.2","15.7","4.8","13.6","1.9","16.7","2.4","19.3","2.8","4.0","1.8","14.4","1.8","17.2","2.3","20.1","2.8","5.8","2.6","100609","3913","114547","6479","128875","7167","67229","5757","122755","5869","134234","6897","N","N","85413","10453","35.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.0","(X)"
"8600000US85295","ZCTA5 85295","14095","359","10637","404","8506","379","3458","362","1.4","0.9","0.2","0.2","0.0","0.4","5.2","3.5","1.4","0.7","0.8","0.7","0.4","0.5","3.8","2.0","2.9","1.1","2.9","1.5","1.0","0.9","5.4","2.8","6.0","1.3","4.7","1.6","3.7","1.5","12.6","4.2","7.1","1.4","5.9","1.6","4.0","1.3","13.0","3.9","16.8","2.3","14.4","2.4","13.1","2.5","24.7","5.5","18.1","2.5","17.3","2.5","16.4","2.7","17.4","4.9","25.2","2.3","29.6","2.9","33.4","3.4","11.2","3.8","11.4","2.0","13.5","2.6","15.7","3.0","3.5","2.6","9.7","1.7","10.7","2.0","12.4","2.2","3.3","1.9","94652","3710","106263","6516","113723","3932","61851","9084","110318","4186","120261","5951","N","N","67923","5841","37.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.9","(X)"
"8600000US85296","ZCTA5 85296","13703","283","10756","328","8539","414","2947","286","3.3","1.1","2.4","1.3","1.7","1.2","8.0","2.8","0.8","0.4","0.6","0.5","0.4","0.4","1.3","1.0","2.9","0.8","2.0","1.0","0.6","0.4","9.8","2.9","4.8","1.3","3.7","1.0","2.6","1.0","9.9","3.8","7.7","1.5","7.3","1.5","6.1","1.6","11.5","3.3","18.7","2.4","16.6","2.4","14.3","2.5","23.6","5.6","16.7","2.1","17.2","2.1","17.4","2.4","14.4","4.7","24.8","2.6","27.3","2.9","29.9","3.4","12.5","3.8","9.6","1.5","11.0","1.8","12.2","2.0","4.0","2.0","10.6","1.8","12.0","1.9","14.8","2.4","5.0","4.4","92731","4953","100273","4755","110118","4685","61362","6126","108703","4475","116997","5184","N","N","70146","7826","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.4","(X)"
"8600000US85297","ZCTA5 85297","9706","318","8101","312","6488","281","1605","225","1.9","0.8","1.1","0.5","0.4","0.3","7.9","4.1","1.6","0.9","0.9","0.7","1.0","0.9","5.1","4.1","2.3","0.8","2.0","0.9","1.9","1.0","6.0","3.0","2.5","1.0","2.5","1.3","0.7","0.6","7.9","4.6","10.1","2.4","7.7","2.1","4.9","1.6","19.8","7.9","13.5","1.9","14.0","2.2","12.3","2.5","13.6","5.1","16.1","2.8","16.1","2.9","16.4","3.3","14.5","6.7","27.0","3.2","28.8","3.6","30.8","3.8","15.8","6.2","14.4","2.1","16.3","2.4","19.6","3.0","3.0","2.2","10.5","2.4","10.5","2.1","12.0","2.3","6.4","5.6","102210","6213","107621","4663","117015","6179","55125","16393","116513","5551","121707","5480","N","N","71921","11549","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.4","(X)"
"8600000US85298","ZCTA5 85298","9840","374","8366","395","7490","392","1474","246","2.0","1.1","1.0","0.9","0.9","0.9","7.5","4.5","0.9","0.6","0.7","0.7","0.7","0.8","2.5","1.8","3.0","1.0","2.2","1.1","2.2","1.1","7.7","3.2","3.8","1.2","2.4","1.0","1.9","0.9","11.7","5.4","8.5","2.0","7.4","1.9","7.1","1.9","15.6","6.1","12.0","2.4","12.2","2.8","10.7","2.7","16.4","6.9","16.0","2.5","16.3","3.0","14.8","3.1","12.6","5.2","25.2","2.9","27.1","3.3","28.1","3.8","12.2","4.7","16.6","2.8","17.5","3.2","19.2","3.6","10.1","4.8","12.0","2.1","13.3","2.4","14.4","2.6","3.7","2.9","105826","5200","111987","8596","117535","9237","54722","13075","119622","6056","126820","6464","N","N","74773","10648","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.8","(X)"
